0,0,0,
0,3,2,
0,2,5,
0,5,3,
8,7,1,
84,6,31,
110,30,207,
95,70,448,
583,167,590,
3904,237,614,
8440,256,676,
11447,281,704,
13107,327,645,
13694,346,612,
13484,373,594,
13393,367,591,
12750,386,561,
12061,399,513,
11737,386,538,
11346,428,460,
10770,384,473,
10481,448,452,
10316,430,444,
9743,441,376,
9591,452,412,
9143,395,393,
8659,386,368,
8224,409,375,
7870,394,339,
7425,393,305,
7307,389,297,
6889,420,297,
6631,374,294,
6447,404,251,
6276,352,290,
5867,381,234,
5863,337,260,
5398,347,232,
5109,344,230,
4947,312,221,
4940,330,207,
4458,283,197,
4225,281,173,
4119,265,180,
3739,250,187,
3669,244,176,
3456,228,169,
3453,233,143,
3230,249,169,
3114,200,150,
2863,235,143,
2729,230,130,
2646,191,151,
2506,199,147,
2422,220,124,
2334,146,127,
2226,164,112,
2109,157,98,
1953,147,102,
1908,170,99,
1816,140,109,
1706,134,88,
1581,139,97,
1567,102,89,
1477,114,104,
1368,118,71,
1297,92,78,
1270,103,81,
1263,88,71,
1152,118,74,
1137,105,68,
1072,79,57,
973,99,52,
939,92,46,
892,74,69,
813,89,62,
817,79,56,
810,80,46,
765,79,56,
730,55,47,
708,61,46,
626,67,47,
621,68,41,
575,63,50,
578,52,38,
539,45,50,
488,37,38,
459,57,35,
480,43,51,
428,44,36,
419,47,37,
404,43,22,
373,49,29,
380,48,27,
354,35,25,
359,39,22,
380,35,20,
316,46,26,
349,40,25,
309,31,25,
312,29,22,
296,29,21,
338,15,25,
303,31,20,
292,29,29,
270,26,20,
240,26,20,
228,21,15,
249,25,20,
267,23,20,
208,17,14,
195,25,19,
204,25,15,
208,29,18,
185,19,17,
176,23,10,
154,22,26,
197,15,12,
212,23,11,
145,20,16,
155,23,16,
173,15,17,
147,19,13,
155,13,17,
185,21,9,
147,15,8,
140,17,13,
141,11,7,
145,15,15,
140,15,11,
128,20,4,
130,12,10,
151,14,15,
131,13,9,
136,13,9,
119,17,4,
125,17,7,
114,7,7,
124,16,13,
130,22,9,
114,7,11,
107,13,8,
117,9,12,
132,18,4,
94,5,8,
109,14,7,
114,13,6,
98,9,6,
110,6,6,
76,14,5,
99,10,4,
87,10,10,
79,7,5,
106,6,8,
92,9,4,
93,8,6,
68,8,3,
93,7,8,
68,9,4,
81,6,6,
82,7,6,
91,7,9,
84,9,5,
84,4,6,
62,9,5,
77,6,5,
82,4,2,
68,5,4,
61,9,4,
63,6,7,
47,7,8,
57,7,4,
52,4,8,
55,5,4,
68,7,4,
42,7,3,
45,5,4,
46,6,3,
43,7,5,
43,4,1,
41,4,0,
46,4,5,
44,2,9,
45,5,3,
41,6,0,
33,2,2,
37,3,1,
31,3,3,
34,6,3,
29,2,2,
32,6,4,
29,2,0,
31,7,2,
33,6,1,
23,3,6,
20,2,3,
25,3,1,
24,0,1,
22,5,1,
22,2,3,
17,0,2,
26,2,0,
16,3,1,
18,5,3,
22,4,2,
23,4,3,
15,1,1,
15,3,2,
23,1,4,
24,3,1,
12,4,4,
16,3,3,
18,3,3,
15,4,0,
18,1,2,
15,2,1,
17,5,2,
8,1,2,
7,1,1,
11,2,2,
10,3,1,
12,4,2,
17,2,1,
13,1,0,
7,2,1,
16,1,0,
8,1,1,
8,1,1,
11,0,0,
9,2,2,
6,1,0,
11,0,1,
6,2,4,
7,0,1,
15,0,0,
9,1,3,
14,0,0,
7,2,0,
3,5,1,
6,0,1,
8,1,1,
5,2,0,
6,1,0,
5,0,0,
8,1,0,
6,0,0,
2,0,3,
8,1,1,
8,0,0,
5,0,2,
3,2,0,
8,0,0,
4,1,0,
4,0,2,
0,1,0,
6,0,2,
9,1,0,
4,2,0,
3,1,1,
4,0,0,
4,1,1,
3,1,0,
4,3,1,
3,0,0,
4,1,1,
1,0,3,
3,0,1,
2,0,0,
0,1,1,
0,0,0,
1,1,0,
2,0,0,
3,2,0,
5,1,2,
5,1,2,
1,0,1,
1,0,0,
1,0,0,
2,0,0,
0,1,0,
5,1,0,
1,1,0,
2,0,0,
0,0,0,
0,0,1,
2,0,0,
2,0,0,
0,1,0,
3,0,1,
0,0,0,
2,1,0,
0,0,0,
1,0,0,
3,0,1,
4,1,0,
2,0,0,
3,0,0,
1,3,0,
3,1,0,
1,0,0,
2,0,0,
1,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
0,0,0,
1,0,1,
0,0,0,
1,0,0,
1,0,0,
0,0,2,
1,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,1,
0,0,0,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,1,1,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,0,
2,0,1,
1,1,0,
1,0,0,
0,1,0,
1,0,0,
0,0,0,
2,0,0,
0,1,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
1,0,0,
0,0,1,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
0,1,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,1,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
1,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,1,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
0,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
2,0,0,
0,0,0,
0,0,0,
0,0,0,
3,0,0,
2,0,0,
0,0,0,
3,0,0,
0,0,0,
0,0,0,
2,0,0,
0,0,0,
1,0,0,
1,0,0,
3,0,0,
0,0,0,
0,0,1,
1,0,0,
0,0,0,
1,0,0,
0,0,0,
4,0,0,
0,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,0,
1,0,0,
1,0,0,
2,0,0,
3,0,0,
1,0,0,
3,0,0,
3,0,0,
2,0,0,
3,0,0,
1,0,0,
4,0,0,
8,0,0,
6,0,0,
4,0,0,
5,0,0,
2,0,0,
5,0,0,
6,0,0,
2,0,0,
9,0,0,
4,0,0,
4,0,0,
4,0,0,
4,0,0,
9,0,0,
11,0,0,
6,0,0,
10,0,0,
3,0,0,
5,0,0,
4,0,0,
7,0,0,
8,0,0,
11,0,0,
16,0,0,
7,0,0,
5,0,1,
9,0,0,
7,0,0,
10,0,0,
8,0,0,
16,0,0,
6,0,0,
6,0,0,
8,0,0,
9,0,0,
18,0,0,
7,0,0,
13,0,0,
13,0,0,
9,0,0,
14,0,0,
7,0,0,
3,0,0,
15,0,0,
7,0,0,
9,0,0,
5,0,0,
7,0,0,
11,0,0,
7,0,0,
7,0,0,
8,0,0,
11,0,0,
9,0,0,
6,0,0,
4,0,0,
9,0,0,
3,0,0,
4,0,0,
5,0,0,
3,0,0,
7,0,0,
4,0,0,
5,0,0,
2,0,0,
2,0,0,
7,0,0,
6,0,0,
7,0,0,
5,0,0,
5,0,0,
4,0,0,
5,0,0,
8,0,0,
6,0,0,
6,0,0,
4,0,0,
1,0,0,
2,0,0,
5,0,0,
3,0,0,
0,0,0,
5,0,0,
4,0,0,
3,0,0,
3,0,0,
1,0,0,
2,0,0,
4,0,0,
4,0,0,
3,0,0,
0,0,0,
5,0,0,
1,0,0,
2,0,0,
2,0,0,
2,0,0,
3,0,0,
3,0,0,
1,0,0,
3,0,0,
4,0,0,
1,0,0,
0,0,0,
4,0,0,
2,0,0,
3,0,0,
1,0,0,
3,0,0,
2,0,0,
0,0,0,
1,0,0,
3,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
3,0,0,
0,0,0,
2,0,0,
0,0,0,
0,0,0,
2,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,0,
2,0,0,
0,0,0,
5,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
3,0,0,
2,0,0,
2,0,0,
0,0,0,
0,0,0,
3,0,0,
0,0,0,
2,0,0,
1,0,0,
3,0,0,
1,0,0,
1,0,0,
2,0,0,
1,0,0,
0,0,0,
1,0,0,
2,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
3,0,0,
2,0,0,
2,0,0,
0,0,0,
1,0,0,
0,0,0,
0,0,0,
1,0,0,
0,0,0,
1,0,1,
1,0,0,
0,0,0,
0,0,0,
3,0,0,
0,0,0,
2,0,0,
1,0,0,
2,0,0,
0,0,0,
2,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
0,0,0,
0,0,0,
1,0,0,
5,0,0,
1,0,0,
0,0,0,
0,0,0,
2,0,0,
2,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
3,0,0,
0,0,0,
2,0,0,
2,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
0,0,0,
